protein	locus	connectivity
ENSMUSP00000075226	ENSMUSG00000062981	2
ENSMUSP00000073546	ENSMUSG00000062991	28
ENSMUSP00000040062	ENSMUSG00000062995	3
ENSMUSP00000079672	ENSMUSG00000062997	56
ENSMUSP00000075279	ENSMUSG00000063011	24
ENSMUSP00000050189	ENSMUSG00000063015	13
ENSMUSP00000086719	ENSMUSG00000063020	2
ENSMUSP00000079226	ENSMUSG00000063049	2
ENSMUSP00000071956	ENSMUSG00000063052	3
ENSMUSP00000078597	ENSMUSG00000063060	26
ENSMUSP00000078277	ENSMUSG00000063063	21
ENSMUSP00000051619	ENSMUSG00000063065	206
ENSMUSP00000056754	ENSMUSG00000063077	51
ENSMUSP00000072063	ENSMUSG00000063089	4
ENSMUSP00000077302	ENSMUSG00000063106	2
ENSMUSP00000073356	ENSMUSG00000063116	2
ENSMUSP00000077774	ENSMUSG00000063117	2
ENSMUSP00000071583	ENSMUSG00000063120	326
ENSMUSP00000076880	ENSMUSG00000063130	69
ENSMUSP00000077879	ENSMUSG00000063133	21
ENSMUSP00000065293	ENSMUSG00000063142	36
ENSMUSP00000074494	ENSMUSG00000063145	29
ENSMUSP00000098212	ENSMUSG00000063146	35
ENSMUSP00000080976	ENSMUSG00000063157	63
ENSMUSP00000078245	ENSMUSG00000063160	19
ENSMUSP00000073092	ENSMUSG00000063162	1
ENSMUSP00000075821	ENSMUSG00000063163	1
ENSMUSP00000079230	ENSMUSG00000063166	4
ENSMUSP00000102360	ENSMUSG00000063172	2
ENSMUSP00000075768	ENSMUSG00000063173	2
ENSMUSP00000073558	ENSMUSG00000063176	2
ENSMUSP00000078786	ENSMUSG00000063177	4
ENSMUSP00000075037	ENSMUSG00000063179	7
ENSMUSP00000038352	ENSMUSG00000063180	94
ENSMUSP00000079061	ENSMUSG00000063180	53
ENSMUSP00000076267	ENSMUSG00000063188	2
ENSMUSP00000073913	ENSMUSG00000063193	6
ENSMUSP00000071818	ENSMUSG00000063200	5
ENSMUSP00000079555	ENSMUSG00000063216	2
ENSMUSP00000076151	ENSMUSG00000063221	325
ENSMUSP00000080385	ENSMUSG00000063221	3
ENSMUSP00000103267	ENSMUSG00000063229	81
ENSMUSP00000078753	ENSMUSG00000063234	7
ENSMUSP00000077036	ENSMUSG00000063235	2
ENSMUSP00000113819	ENSMUSG00000063239	21
ENSMUSP00000080221	ENSMUSG00000063253	20
ENSMUSP00000029441	ENSMUSG00000063260	11
ENSMUSP00000075110	ENSMUSG00000063268	23
ENSMUSP00000029303	ENSMUSG00000063273	68
ENSMUSP00000074397	ENSMUSG00000063275	22
ENSMUSP00000074475	ENSMUSG00000063281	3
ENSMUSP00000071383	ENSMUSG00000063287	2
ENSMUSP00000112014	ENSMUSG00000063297	3
ENSMUSP00000090305	ENSMUSG00000063316	135
ENSMUSP00000095287	ENSMUSG00000063316	112
ENSMUSP00000080061	ENSMUSG00000063324	22
ENSMUSP00000084807	ENSMUSG00000063328	24
ENSMUSP00000096885	ENSMUSG00000063334	155
ENSMUSP00000079467	ENSMUSG00000063350	2
ENSMUSP00000073134	ENSMUSG00000063354	11
ENSMUSP00000023462	ENSMUSG00000063358	195
ENSMUSP00000071132	ENSMUSG00000063359	2
ENSMUSP00000072382	ENSMUSG00000063362	4
ENSMUSP00000089622	ENSMUSG00000063374	2
ENSMUSP00000072517	ENSMUSG00000063376	4
ENSMUSP00000076169	ENSMUSG00000063380	2
ENSMUSP00000074516	ENSMUSG00000063382	64
ENSMUSP00000073494	ENSMUSG00000063386	325
ENSMUSP00000080193	ENSMUSG00000063394	324
ENSMUSP00000078746	ENSMUSG00000063410	3
ENSMUSP00000076886	ENSMUSG00000063415	57
ENSMUSP00000019977	ENSMUSG00000063428	24
ENSMUSP00000077919	ENSMUSG00000063434	4
ENSMUSP00000104040	ENSMUSG00000063439	79
ENSMUSP00000119120	ENSMUSG00000063450	7
ENSMUSP00000075930	ENSMUSG00000063452	2
ENSMUSP00000079191	ENSMUSG00000063452	2
ENSMUSP00000077969	ENSMUSG00000063455	6
ENSMUSP00000069004	ENSMUSG00000063457	329
ENSMUSP00000079453	ENSMUSG00000063478	1
ENSMUSP00000091840	ENSMUSG00000063480	63
ENSMUSP00000093915	ENSMUSG00000063485	2
ENSMUSP00000107587	ENSMUSG00000063506	20
ENSMUSP00000074160	ENSMUSG00000063511	126
ENSMUSP00000079727	ENSMUSG00000063524	53
ENSMUSP00000111647	ENSMUSG00000063524	20
ENSMUSP00000073612	ENSMUSG00000063531	9
ENSMUSP00000100730	ENSMUSG00000063543	157
ENSMUSP00000094405	ENSMUSG00000063550	192
ENSMUSP00000097030	ENSMUSG00000063556	1
ENSMUSP00000001027	ENSMUSG00000063558	44
ENSMUSP00000099826	ENSMUSG00000063564	1
ENSMUSP00000074129	ENSMUSG00000063568	39
ENSMUSP00000071743	ENSMUSG00000063576	52
ENSMUSP00000079893	ENSMUSG00000063582	2
ENSMUSP00000102425	ENSMUSG00000063582	2
ENSMUSP00000078720	ENSMUSG00000063583	2
ENSMUSP00000093988	ENSMUSG00000063590	26
ENSMUSP00000077314	ENSMUSG00000063594	16
ENSMUSP00000076285	ENSMUSG00000063603	2
ENSMUSP00000080444	ENSMUSG00000063615	325
ENSMUSP00000077670	ENSMUSG00000063626	23
ENSMUSP00000078070	ENSMUSG00000063632	15
ENSMUSP00000113624	ENSMUSG00000063646	6
ENSMUSP00000075625	ENSMUSG00000063651	1
ENSMUSP00000075814	ENSMUSG00000063652	6
ENSMUSP00000074151	ENSMUSG00000063657	2
ENSMUSP00000091831	ENSMUSG00000063659	50
ENSMUSP00000076781	ENSMUSG00000063660	2
ENSMUSP00000094937	ENSMUSG00000063660	2
ENSMUSP00000123588	ENSMUSG00000063663	1
ENSMUSP00000110642	ENSMUSG00000063670	2
ENSMUSP00000071517	ENSMUSG00000063672	2
ENSMUSP00000060769	ENSMUSG00000063681	73
ENSMUSP00000043308	ENSMUSG00000063683	25
ENSMUSP00000076944	ENSMUSG00000063694	63
ENSMUSP00000100496	ENSMUSG00000063694	18
ENSMUSP00000087098	ENSMUSG00000063704	1
ENSMUSP00000096808	ENSMUSG00000063709	2
ENSMUSP00000099651	ENSMUSG00000063709	1
ENSMUSP00000073392	ENSMUSG00000063713	7
ENSMUSP00000089612	ENSMUSG00000063715	2
ENSMUSP00000078705	ENSMUSG00000063727	61
ENSMUSP00000029463	ENSMUSG00000063730	40
ENSMUSP00000079180	ENSMUSG00000063739	107
ENSMUSP00000111798	ENSMUSG00000063739	51
ENSMUSP00000076909	ENSMUSG00000063754	46
ENSMUSP00000076071	ENSMUSG00000063757	2
ENSMUSP00000067640	ENSMUSG00000063762	1
ENSMUSP00000072686	ENSMUSG00000063764	325
ENSMUSP00000078268	ENSMUSG00000063767	1
ENSMUSP00000076741	ENSMUSG00000063777	325
ENSMUSP00000053923	ENSMUSG00000063779	15
ENSMUSP00000104793	ENSMUSG00000063780	2
ENSMUSP00000079538	ENSMUSG00000063785	2
ENSMUSP00000071202	ENSMUSG00000063787	33
ENSMUSP00000010251	ENSMUSG00000063796	17
ENSMUSP00000075082	ENSMUSG00000063801	5
ENSMUSP00000078886	ENSMUSG00000063802	18
ENSMUSP00000078361	ENSMUSG00000063804	9
ENSMUSP00000071904	ENSMUSG00000063810	60
ENSMUSP00000080523	ENSMUSG00000063816	88
ENSMUSP00000073534	ENSMUSG00000063821	1
ENSMUSP00000092508	ENSMUSG00000063838	10
ENSMUSP00000073437	ENSMUSG00000063842	6
ENSMUSP00000073046	ENSMUSG00000063844	2
ENSMUSP00000082856	ENSMUSG00000063849	25
ENSMUSP00000081010	ENSMUSG00000063856	98
ENSMUSP00000078424	ENSMUSG00000063867	2
ENSMUSP00000108009	ENSMUSG00000063870	45
ENSMUSP00000105634	ENSMUSG00000063873	3
ENSMUSP00000074011	ENSMUSG00000063881	2
ENSMUSP00000077744	ENSMUSG00000063882	138
ENSMUSP00000080743	ENSMUSG00000063884	7
ENSMUSP00000079819	ENSMUSG00000063885	58
ENSMUSP00000074565	ENSMUSG00000063887	44
ENSMUSP00000092888	ENSMUSG00000063888	14
ENSMUSP00000121233	ENSMUSG00000063889	188
ENSMUSP00000038716	ENSMUSG00000063895	64
ENSMUSP00000076472	ENSMUSG00000063897	5
ENSMUSP00000073964	ENSMUSG00000063903	1
ENSMUSP00000025851	ENSMUSG00000063904	26
ENSMUSP00000078222	ENSMUSG00000063905	5
ENSMUSP00000077897	ENSMUSG00000063915	2
ENSMUSP00000075488	ENSMUSG00000063919	5
ENSMUSP00000061126	ENSMUSG00000063929	131
ENSMUSP00000075683	ENSMUSG00000063931	53
ENSMUSP00000080069	ENSMUSG00000063932	1
ENSMUSP00000073221	ENSMUSG00000063935	24
ENSMUSP00000097528	ENSMUSG00000063953	9
ENSMUSP00000108498	ENSMUSG00000063972	203
ENSMUSP00000107456	ENSMUSG00000063975	10
ENSMUSP00000089419	ENSMUSG00000063986	12
ENSMUSP00000071224	ENSMUSG00000064006	2
ENSMUSP00000076416	ENSMUSG00000064010	8
ENSMUSP00000082588	ENSMUSG00000064023	16
ENSMUSP00000067623	ENSMUSG00000064030	5
ENSMUSP00000113434	ENSMUSG00000064036	8
ENSMUSP00000076217	ENSMUSG00000064037	25
ENSMUSP00000071353	ENSMUSG00000064039	47
ENSMUSP00000077103	ENSMUSG00000064043	27
ENSMUSP00000076232	ENSMUSG00000064044	325
ENSMUSP00000043325	ENSMUSG00000064057	23
ENSMUSP00000113344	ENSMUSG00000064061	3
ENSMUSP00000107720	ENSMUSG00000064063	25
ENSMUSP00000113986	ENSMUSG00000064068	8
ENSMUSP00000048334	ENSMUSG00000064080	24
ENSMUSP00000077701	ENSMUSG00000064084	2
ENSMUSP00000077471	ENSMUSG00000064090	2
ENSMUSP00000076850	ENSMUSG00000064105	4
ENSMUSP00000074573	ENSMUSG00000064109	44
ENSMUSP00000075863	ENSMUSG00000064110	2
ENSMUSP00000079959	ENSMUSG00000064113	2
ENSMUSP00000024797	ENSMUSG00000064120	11
ENSMUSP00000077338	ENSMUSG00000064121	335
ENSMUSP00000094239	ENSMUSG00000064127	26
ENSMUSP00000065949	ENSMUSG00000064128	61
ENSMUSP00000089038	ENSMUSG00000064138	3
ENSMUSP00000073709	ENSMUSG00000064140	1
ENSMUSP00000101887	ENSMUSG00000064141	5
ENSMUSP00000013338	ENSMUSG00000064145	10
ENSMUSP00000075595	ENSMUSG00000064153	2
ENSMUSP00000109266	ENSMUSG00000064153	2
ENSMUSP00000077725	ENSMUSG00000064156	9
ENSMUSP00000033100	ENSMUSG00000064158	51
ENSMUSP00000069567	ENSMUSG00000064177	70
ENSMUSP00000071704	ENSMUSG00000064179	38
ENSMUSP00000020375	ENSMUSG00000064181	22
ENSMUSP00000023712	ENSMUSG00000064201	8
ENSMUSP00000025872	ENSMUSG00000064202	14
ENSMUSP00000071770	ENSMUSG00000064210	4
ENSMUSP00000104445	ENSMUSG00000064220	2
ENSMUSP00000074509	ENSMUSG00000064223	325
ENSMUSP00000073022	ENSMUSG00000064224	11
ENSMUSP00000079683	ENSMUSG00000064228	325
ENSMUSP00000099582	ENSMUSG00000064228	325
ENSMUSP00000071929	ENSMUSG00000064231	22
ENSMUSP00000074275	ENSMUSG00000064245	2
ENSMUSP00000080717	ENSMUSG00000064246	66
ENSMUSP00000083892	ENSMUSG00000064247	1
ENSMUSP00000076433	ENSMUSG00000064254	20
ENSMUSP00000071318	ENSMUSG00000064264	1
ENSMUSP00000087800	ENSMUSG00000064266	2
ENSMUSP00000072401	ENSMUSG00000064267	2
ENSMUSP00000077135	ENSMUSG00000064272	13
ENSMUSP00000072770	ENSMUSG00000064288	2
ENSMUSP00000077219	ENSMUSG00000064289	55
ENSMUSP00000108889	ENSMUSG00000064293	31
ENSMUSP00000049391	ENSMUSG00000064294	16
ENSMUSP00000042266	ENSMUSG00000064302	140
ENSMUSP00000102581	ENSMUSG00000064307	1
ENSMUSP00000044993	ENSMUSG00000064317	14
ENSMUSP00000078047	ENSMUSG00000064325	57
ENSMUSP00000021728	ENSMUSG00000064326	48
ENSMUSP00000107985	ENSMUSG00000064329	27
ENSMUSP00000026452	ENSMUSG00000064330	52
ENSMUSP00000072744	ENSMUSG00000064333	2
ENSMUSP00000080991	ENSMUSG00000064341	93
ENSMUSP00000080992	ENSMUSG00000064345	106
ENSMUSP00000080993	ENSMUSG00000064351	99
ENSMUSP00000080994	ENSMUSG00000064354	72
ENSMUSP00000080995	ENSMUSG00000064356	20
ENSMUSP00000080996	ENSMUSG00000064357	52
ENSMUSP00000080997	ENSMUSG00000064358	74
ENSMUSP00000080998	ENSMUSG00000064360	66
ENSMUSP00000081001	ENSMUSG00000064367	82
ENSMUSP00000081002	ENSMUSG00000064368	60
ENSMUSP00000081003	ENSMUSG00000064370	89
ENSMUSP00000081004	ENSMUSG00000064373	18
ENSMUSP00000081000	ENSMUSG00000065947	83
ENSMUSP00000081021	ENSMUSG00000065947	64
ENSMUSP00000076607	ENSMUSG00000065950	30
ENSMUSP00000074843	ENSMUSG00000065950	9
ENSMUSP00000079676	ENSMUSG00000065950	7
ENSMUSP00000081043	ENSMUSG00000065954	14
ENSMUSP00000081055	ENSMUSG00000065957	3
ENSMUSP00000113641	ENSMUSG00000065968	5
ENSMUSP00000081104	ENSMUSG00000065987	16
ENSMUSP00000101217	ENSMUSG00000065990	37
ENSMUSP00000122552	ENSMUSG00000066026	14
ENSMUSP00000095433	ENSMUSG00000066036	10
ENSMUSP00000101476	ENSMUSG00000066037	94
ENSMUSP00000099627	ENSMUSG00000066042	9
ENSMUSP00000081270	ENSMUSG00000066043	1
ENSMUSP00000081334	ENSMUSG00000066058	34
ENSMUSP00000092487	ENSMUSG00000066071	87
ENSMUSP00000102482	ENSMUSG00000066090	7
ENSMUSP00000015368	ENSMUSG00000066097	54
ENSMUSP00000029588	ENSMUSG00000066107	4
ENSMUSP00000081462	ENSMUSG00000066108	41
ENSMUSP00000119278	ENSMUSG00000066113	1
ENSMUSP00000080380	ENSMUSG00000066116	13
ENSMUSP00000086614	ENSMUSG00000066116	62
ENSMUSP00000072164	ENSMUSG00000066116	21
ENSMUSP00000079508	ENSMUSG00000066124	2
ENSMUSP00000074435	ENSMUSG00000066124	2
ENSMUSP00000072445	ENSMUSG00000066125	2
ENSMUSP00000050586	ENSMUSG00000066129	3
ENSMUSP00000081572	ENSMUSG00000066148	103
ENSMUSP00000081573	ENSMUSG00000066149	41
ENSMUSP00000081574	ENSMUSG00000066150	5
ENSMUSP00000081575	ENSMUSG00000066151	21
ENSMUSP00000103093	ENSMUSG00000066152	2
ENSMUSP00000081579	ENSMUSG00000066153	6
ENSMUSP00000081641	ENSMUSG00000066178	2
ENSMUSP00000081664	ENSMUSG00000066189	12
ENSMUSP00000095691	ENSMUSG00000066191	1
ENSMUSP00000081696	ENSMUSG00000066196	2
ENSMUSP00000081700	ENSMUSG00000066197	6
ENSMUSP00000095725	ENSMUSG00000066201	1
ENSMUSP00000079588	ENSMUSG00000066201	13
ENSMUSP00000103671	ENSMUSG00000066202	19
ENSMUSP00000081782	ENSMUSG00000066232	38
ENSMUSP00000071358	ENSMUSG00000066239	2
ENSMUSP00000081805	ENSMUSG00000066240	324
ENSMUSP00000081807	ENSMUSG00000066241	325
ENSMUSP00000075122	ENSMUSG00000066243	2
ENSMUSP00000033213	ENSMUSG00000066258	5
ENSMUSP00000095781	ENSMUSG00000066258	9
ENSMUSP00000081858	ENSMUSG00000066262	325
ENSMUSP00000102475	ENSMUSG00000066263	2
ENSMUSP00000081872	ENSMUSG00000066268	325
ENSMUSP00000081873	ENSMUSG00000066269	2
ENSMUSP00000081877	ENSMUSG00000066272	2
ENSMUSP00000095820	ENSMUSG00000066273	2
ENSMUSP00000047980	ENSMUSG00000066278	2
ENSMUSP00000081891	ENSMUSG00000066279	4
ENSMUSP00000081912	ENSMUSG00000066306	16
ENSMUSP00000081985	ENSMUSG00000066319	9
ENSMUSP00000082013	ENSMUSG00000066324	6
ENSMUSP00000070927	ENSMUSG00000066357	3
ENSMUSP00000082118	ENSMUSG00000066359	1
ENSMUSP00000082124	ENSMUSG00000066362	120
ENSMUSP00000091035	ENSMUSG00000066362	111
ENSMUSP00000113945	ENSMUSG00000066363	20
ENSMUSP00000082225	ENSMUSG00000066392	12
ENSMUSP00000117686	ENSMUSG00000066406	45
ENSMUSP00000082270	ENSMUSG00000066415	5
ENSMUSP00000021547	ENSMUSG00000066440	8
ENSMUSP00000082352	ENSMUSG00000066441	22
ENSMUSP00000108734	ENSMUSG00000066442	26
ENSMUSP00000082393	ENSMUSG00000066456	15
ENSMUSP00000109003	ENSMUSG00000066463	4
ENSMUSP00000082495	ENSMUSG00000066489	41
ENSMUSP00000073175	ENSMUSG00000066489	112
ENSMUSP00000074560	ENSMUSG00000066489	67
ENSMUSP00000074659	ENSMUSG00000066512	15
ENSMUSP00000076576	ENSMUSG00000066513	10
ENSMUSP00000082577	ENSMUSG00000066515	25
ENSMUSP00000082582	ENSMUSG00000066516	9
ENSMUSP00000082637	ENSMUSG00000066537	1
ENSMUSP00000106131	ENSMUSG00000066551	78
ENSMUSP00000082723	ENSMUSG00000066568	9
ENSMUSP00000082758	ENSMUSG00000066583	8
ENSMUSP00000082760	ENSMUSG00000066584	29
ENSMUSP00000082763	ENSMUSG00000066586	2
ENSMUSP00000081663	ENSMUSG00000066592	96
ENSMUSP00000082777	ENSMUSG00000066595	7
ENSMUSP00000082800	ENSMUSG00000066607	2
ENSMUSP00000082845	ENSMUSG00000066620	81
ENSMUSP00000088626	ENSMUSG00000066629	4
ENSMUSP00000079340	ENSMUSG00000066629	82
ENSMUSP00000078747	ENSMUSG00000066629	2
ENSMUSP00000041427	ENSMUSG00000066652	48
ENSMUSP00000083023	ENSMUSG00000066671	325
ENSMUSP00000074799	ENSMUSG00000066672	2
ENSMUSP00000083054	ENSMUSG00000066684	2
ENSMUSP00000091374	ENSMUSG00000066687	73
ENSMUSP00000077021	ENSMUSG00000066704	16
ENSMUSP00000083101	ENSMUSG00000066705	34
ENSMUSP00000083129	ENSMUSG00000066715	1
ENSMUSP00000093236	ENSMUSG00000066720	34
ENSMUSP00000083228	ENSMUSG00000066747	325
ENSMUSP00000083229	ENSMUSG00000066748	324
ENSMUSP00000083230	ENSMUSG00000066749	2
ENSMUSP00000083231	ENSMUSG00000066750	325
ENSMUSP00000083251	ENSMUSG00000066755	17
ENSMUSP00000123628	ENSMUSG00000066756	1
ENSMUSP00000071348	ENSMUSG00000066760	3
ENSMUSP00000082452	ENSMUSG00000066771	12
ENSMUSP00000056100	ENSMUSG00000066798	1
ENSMUSP00000083385	ENSMUSG00000066800	38
ENSMUSP00000083412	ENSMUSG00000066809	8
ENSMUSP00000096537	ENSMUSG00000066839	161
ENSMUSP00000074340	ENSMUSG00000066842	19
ENSMUSP00000083499	ENSMUSG00000066844	2
ENSMUSP00000107473	ENSMUSG00000066861	2
ENSMUSP00000110392	ENSMUSG00000066877	47
ENSMUSP00000083623	ENSMUSG00000066885	1
ENSMUSP00000119124	ENSMUSG00000066892	3
ENSMUSP00000083664	ENSMUSG00000066896	325
ENSMUSP00000072865	ENSMUSG00000066899	2
ENSMUSP00000083662	ENSMUSG00000066900	6
ENSMUSP00000083826	ENSMUSG00000066975	12
ENSMUSP00000081547	ENSMUSG00000066979	137
ENSMUSP00000089637	ENSMUSG00000066983	22
ENSMUSP00000083896	ENSMUSG00000067001	14
ENSMUSP00000108350	ENSMUSG00000067006	42
ENSMUSP00000083944	ENSMUSG00000067028	1
ENSMUSP00000083973	ENSMUSG00000067038	1
ENSMUSP00000054752	ENSMUSG00000067064	2
ENSMUSP00000084062	ENSMUSG00000067071	186
ENSMUSP00000084100	ENSMUSG00000067085	4
ENSMUSP00000003870	ENSMUSG00000067085	64
ENSMUSP00000084183	ENSMUSG00000067125	5
ENSMUSP00000084234	ENSMUSG00000067144	21
ENSMUSP00000084252	ENSMUSG00000067148	202
ENSMUSP00000084259	ENSMUSG00000067149	25
ENSMUSP00000084257	ENSMUSG00000067150	29
ENSMUSP00000084282	ENSMUSG00000067158	46
ENSMUSP00000084368	ENSMUSG00000067186	2
ENSMUSP00000073320	ENSMUSG00000067187	2
ENSMUSP00000084411	ENSMUSG00000067201	51
ENSMUSP00000078839	ENSMUSG00000067212	8
ENSMUSP00000084464	ENSMUSG00000067220	53
ENSMUSP00000045362	ENSMUSG00000067225	106
ENSMUSP00000084489	ENSMUSG00000067229	112
ENSMUSP00000084487	ENSMUSG00000067231	104
ENSMUSP00000040179	ENSMUSG00000067235	52
ENSMUSP00000084507	ENSMUSG00000067242	20
ENSMUSP00000100725	ENSMUSG00000067261	27
ENSMUSP00000084541	ENSMUSG00000067261	178
ENSMUSP00000083705	ENSMUSG00000067274	232
ENSMUSP00000084573	ENSMUSG00000067276	7
ENSMUSP00000084578	ENSMUSG00000067279	34
ENSMUSP00000089087	ENSMUSG00000067288	9
ENSMUSP00000045327	ENSMUSG00000067299	14
ENSMUSP00000084701	ENSMUSG00000067336	101
ENSMUSP00000056814	ENSMUSG00000067341	2
ENSMUSP00000084742	ENSMUSG00000067351	28
ENSMUSP00000084788	ENSMUSG00000067365	3
ENSMUSP00000084791	ENSMUSG00000067367	19
ENSMUSP00000084823	ENSMUSG00000067370	9
ENSMUSP00000084838	ENSMUSG00000067377	11
ENSMUSP00000084958	ENSMUSG00000067438	5
ENSMUSP00000085006	ENSMUSG00000067455	9
ENSMUSP00000085071	ENSMUSG00000067484	325
ENSMUSP00000085115	ENSMUSG00000067515	325
ENSMUSP00000085120	ENSMUSG00000067519	325
ENSMUSP00000085124	ENSMUSG00000067522	325
ENSMUSP00000085126	ENSMUSG00000067524	325
ENSMUSP00000085127	ENSMUSG00000067525	2
ENSMUSP00000085132	ENSMUSG00000067526	2
ENSMUSP00000085130	ENSMUSG00000067528	8
ENSMUSP00000060659	ENSMUSG00000067528	5
ENSMUSP00000085134	ENSMUSG00000067529	325
ENSMUSP00000085226	ENSMUSG00000067567	26
ENSMUSP00000085263	ENSMUSG00000067578	4
ENSMUSP00000085293	ENSMUSG00000067586	16
ENSMUSP00000085311	ENSMUSG00000067594	8
ENSMUSP00000085335	ENSMUSG00000067596	1
ENSMUSP00000036845	ENSMUSG00000067597	4
ENSMUSP00000107644	ENSMUSG00000067599	25
ENSMUSP00000085346	ENSMUSG00000067604	6
ENSMUSP00000056525	ENSMUSG00000067614	19
ENSMUSP00000079101	ENSMUSG00000067616	13
ENSMUSP00000085440	ENSMUSG00000067642	4
ENSMUSP00000061168	ENSMUSG00000067653	11
ENSMUSP00000085623	ENSMUSG00000067713	34
ENSMUSP00000119904	ENSMUSG00000067714	1
ENSMUSP00000085651	ENSMUSG00000067724	11
ENSMUSP00000085802	ENSMUSG00000067767	1
ENSMUSP00000085838	ENSMUSG00000067786	36
ENSMUSP00000085849	ENSMUSG00000067787	13
ENSMUSP00000117444	ENSMUSG00000067825	22
ENSMUSP00000085981	ENSMUSG00000067847	75
ENSMUSP00000085986	ENSMUSG00000067851	27
ENSMUSP00000085999	ENSMUSG00000067860	19
ENSMUSP00000083722	ENSMUSG00000067870	17
ENSMUSP00000086021	ENSMUSG00000067870	1
ENSMUSP00000086027	ENSMUSG00000067873	11
ENSMUSP00000008991	ENSMUSG00000067889	25
ENSMUSP00000086118	ENSMUSG00000067909	1
ENSMUSP00000111213	ENSMUSG00000067942	1
ENSMUSP00000086263	ENSMUSG00000067971	2
ENSMUSP00000086312	ENSMUSG00000067995	140
ENSMUSP00000105382	ENSMUSG00000068008	1
ENSMUSP00000086363	ENSMUSG00000068015	19
ENSMUSP00000119153	ENSMUSG00000068036	83
ENSMUSP00000086409	ENSMUSG00000068037	12
ENSMUSP00000116108	ENSMUSG00000068039	45
ENSMUSP00000086462	ENSMUSG00000068048	12
ENSMUSP00000086511	ENSMUSG00000068079	22
ENSMUSP00000092305	ENSMUSG00000068082	1
ENSMUSP00000072555	ENSMUSG00000068085	74
ENSMUSP00000086528	ENSMUSG00000068085	12
ENSMUSP00000086530	ENSMUSG00000068086	51
ENSMUSP00000086560	ENSMUSG00000068101	85
ENSMUSP00000105161	ENSMUSG00000068105	59
ENSMUSP00000105522	ENSMUSG00000068115	63
ENSMUSP00000086582	ENSMUSG00000068117	7
ENSMUSP00000086592	ENSMUSG00000068122	23
ENSMUSP00000086606	ENSMUSG00000068129	26
ENSMUSP00000092048	ENSMUSG00000068154	19
ENSMUSP00000086692	ENSMUSG00000068167	2
ENSMUSP00000072407	ENSMUSG00000068182	112
ENSMUSP00000022206	ENSMUSG00000068184	24
ENSMUSP00000086745	ENSMUSG00000068196	1
ENSMUSP00000105691	ENSMUSG00000068205	3
ENSMUSP00000061125	ENSMUSG00000068206	68
ENSMUSP00000086795	ENSMUSG00000068220	51
ENSMUSP00000086796	ENSMUSG00000068221	14
ENSMUSP00000086820	ENSMUSG00000068227	86
ENSMUSP00000086852	ENSMUSG00000068240	8
ENSMUSP00000092779	ENSMUSG00000068245	1
ENSMUSP00000086917	ENSMUSG00000068259	2
ENSMUSP00000086933	ENSMUSG00000068264	3
ENSMUSP00000086938	ENSMUSG00000068267	36
ENSMUSP00000100070	ENSMUSG00000068270	2
ENSMUSP00000086988	ENSMUSG00000068290	4
ENSMUSP00000087006	ENSMUSG00000068302	8
ENSMUSP00000087069	ENSMUSG00000068327	27
ENSMUSP00000090281	ENSMUSG00000068328	24
ENSMUSP00000087073	ENSMUSG00000068329	45
ENSMUSP00000087079	ENSMUSG00000068335	34
ENSMUSP00000087096	ENSMUSG00000068341	2
ENSMUSP00000094131	ENSMUSG00000068349	5
ENSMUSP00000117041	ENSMUSG00000068373	1
ENSMUSP00000071208	ENSMUSG00000068385	2
ENSMUSP00000087197	ENSMUSG00000068391	13
ENSMUSP00000087208	ENSMUSG00000068394	59
ENSMUSP00000079245	ENSMUSG00000068397	1
ENSMUSP00000043926	ENSMUSG00000068417	33
ENSMUSP00000087269	ENSMUSG00000068428	1
ENSMUSP00000074740	ENSMUSG00000068433	6
ENSMUSP00000078145	ENSMUSG00000068437	2
ENSMUSP00000072207	ENSMUSG00000068437	7
ENSMUSP00000050314	ENSMUSG00000068452	17
ENSMUSP00000070012	ENSMUSG00000068457	18
ENSMUSP00000087020	ENSMUSG00000068480	1
ENSMUSP00000078814	ENSMUSG00000068535	2
ENSMUSP00000077674	ENSMUSG00000068535	2
ENSMUSP00000087517	ENSMUSG00000068536	1
ENSMUSP00000087552	ENSMUSG00000068551	8
ENSMUSP00000094505	ENSMUSG00000068566	3
ENSMUSP00000087616	ENSMUSG00000068574	2
ENSMUSP00000087617	ENSMUSG00000068574	2
ENSMUSP00000071166	ENSMUSG00000068579	3
ENSMUSP00000091314	ENSMUSG00000068579	3
ENSMUSP00000071466	ENSMUSG00000068587	10
ENSMUSP00000075523	ENSMUSG00000068599	4
ENSMUSP00000093999	ENSMUSG00000068599	1
ENSMUSP00000106015	ENSMUSG00000068599	14
ENSMUSP00000034453	ENSMUSG00000068614	80
ENSMUSP00000101823	ENSMUSG00000068614	146
ENSMUSP00000048218	ENSMUSG00000068614	26
ENSMUSP00000031564	ENSMUSG00000068614	155
ENSMUSP00000087742	ENSMUSG00000068615	28
ENSMUSP00000101657	ENSMUSG00000068631	1
ENSMUSP00000099610	ENSMUSG00000068641	2
ENSMUSP00000087801	ENSMUSG00000068646	2
ENSMUSP00000087802	ENSMUSG00000068647	2
ENSMUSP00000065423	ENSMUSG00000068663	44
ENSMUSP00000087063	ENSMUSG00000068674	1
ENSMUSP00000083355	ENSMUSG00000068674	2
ENSMUSP00000117553	ENSMUSG00000068686	5
ENSMUSP00000087959	ENSMUSG00000068696	13
ENSMUSP00000087955	ENSMUSG00000068697	22
